,id,sample,unac,cons,submitdate,lastpage,lan,seed,startdate,datestamp,gender,age,english,pre_happy,difficulties,post_happy,own_definition,synthetic_voices,daily_encounter,negative_experience,familiar_definition,agree_definition,verification,user_comment,voice_gender,google_pitch,sample_id,pitch_weighted,pitch_mean,pitch_median,pitch_std
910,35,10_sample_3913_p-10_m.wav,18.0,21.0,2023-11-28 07:43:35,59,en,1514497924,2023-11-28 07:30:51,2023-11-28 07:30:51,Female,27,Advanced,85,No,78,Inhumane statements ,7,39,Yes,Yes,Yes,Yes,,Male,-10.0,3913,240.6989919309526,373.3689072689052,207.10743174045183,399.8098024730553
911,35,11_sample_3913_p+10_f.wav,51.0,52.0,2023-11-28 07:43:35,59,en,1514497924,2023-11-28 07:30:51,2023-11-28 07:30:51,Female,27,Advanced,85,No,78,Inhumane statements ,7,39,Yes,Yes,Yes,Yes,,Female,10.0,3913,379.465102900006,602.0160933138437,435.16173461213066,497.3844204687591
913,35,13_sample_4382_p-10_f.wav,85.0,81.0,2023-11-28 07:43:35,59,en,1514497924,2023-11-28 07:30:51,2023-11-28 07:30:51,Female,27,Advanced,85,No,78,Inhumane statements ,7,39,Yes,Yes,Yes,Yes,,Female,-10.0,4382,222.6877261104952,361.96107139124194,184.8249141832258,393.8487491511948
914,35,14_sample_4382_p-10_m.wav,87.0,79.0,2023-11-28 07:43:35,59,en,1514497924,2023-11-28 07:30:51,2023-11-28 07:30:51,Female,27,Advanced,85,No,78,Inhumane statements ,7,39,Yes,Yes,Yes,Yes,,Male,-10.0,4382,150.33947748561314,352.8274654745969,132.86612165048246,405.392887797881
915,35,15_sample_4382_p+10_f.wav,79.0,83.0,2023-11-28 07:43:35,59,en,1514497924,2023-11-28 07:30:51,2023-11-28 07:30:51,Female,27,Advanced,85,No,78,Inhumane statements ,7,39,Yes,Yes,Yes,Yes,,Female,10.0,4382,385.35093632975816,492.61503795962113,422.252502185419,348.03906807084854
917,35,17_sample_5213_p-10_f.wav,21.0,22.0,2023-11-28 07:43:35,59,en,1514497924,2023-11-28 07:30:51,2023-11-28 07:30:51,Female,27,Advanced,85,No,78,Inhumane statements ,7,39,Yes,Yes,Yes,Yes,,Female,-10.0,5213,206.62134199373196,373.3944396465776,183.54345132865268,480.95919987447206
919,35,19_sample_5213_p+10_f.wav,12.0,12.0,2023-11-28 07:43:35,59,en,1514497924,2023-11-28 07:30:51,2023-11-28 07:30:51,Female,27,Advanced,85,No,78,Inhumane statements ,7,39,Yes,Yes,Yes,Yes,,Female,10.0,5213,373.46602240866,509.23994579447816,368.9481430340786,433.7992351471052
921,35,21_sample_6037_p-10_f.wav,79.0,80.0,2023-11-28 07:43:35,59,en,1514497924,2023-11-28 07:30:51,2023-11-28 07:30:51,Female,27,Advanced,85,No,78,Inhumane statements ,7,39,Yes,Yes,Yes,Yes,,Female,-10.0,6037,198.28566360198656,370.8076475012946,183.18793736377316,424.7239741350455
922,35,22_sample_6037_p-10_m.wav,75.0,73.0,2023-11-28 07:43:35,59,en,1514497924,2023-11-28 07:30:51,2023-11-28 07:30:51,Female,27,Advanced,85,No,78,Inhumane statements ,7,39,Yes,Yes,Yes,Yes,,Male,-10.0,6037,151.41772490754087,402.9321100696131,136.747285387349,499.567122862656
924,35,24_sample_6037_p+10_m.wav,79.0,74.0,2023-11-28 07:43:35,59,en,1514497924,2023-11-28 07:30:51,2023-11-28 07:30:51,Female,27,Advanced,85,No,78,Inhumane statements ,7,39,Yes,Yes,Yes,Yes,,Male,10.0,6037,267.3661042142585,477.7838095137638,272.9106643345169,495.9194978113703
927,35,trickQuestion,0.0,99.0,2023-11-28 07:43:35,59,en,1514497924,2023-11-28 07:30:51,2023-11-28 07:30:51,Female,27,Advanced,85,No,78,Inhumane statements ,7,39,Yes,Yes,Yes,Yes,,,nan,,,,,
928,35,27_sample_60c5d6bf5659ea5e55def51c_p+10_f.wav,33.0,32.0,2023-11-28 07:43:35,59,en,1514497924,2023-11-28 07:30:51,2023-11-28 07:30:51,Female,27,Advanced,85,No,78,Inhumane statements ,7,39,Yes,Yes,Yes,Yes,,Female,10.0,60c5d6bf5659ea5e55def51c,363.5178458970007,446.5561716256685,351.82406225736884,351.34386562510383
930,35,29_sample_60c5d6bf5659ea5e55defbed_p-10_f.wav,31.0,49.0,2023-11-28 07:43:35,59,en,1514497924,2023-11-28 07:30:51,2023-11-28 07:30:51,Female,27,Advanced,85,No,78,Inhumane statements ,7,39,Yes,Yes,Yes,Yes,,Female,-10.0,60c5d6bf5659ea5e55defbed,203.1633857360342,292.9208302334188,177.49195400833935,316.8870685822867
931,35,30_sample_60c5d6bf5659ea5e55defbed_p-10_m.wav,77.0,77.0,2023-11-28 07:43:35,59,en,1514497924,2023-11-28 07:30:51,2023-11-28 07:30:51,Female,27,Advanced,85,No,78,Inhumane statements ,7,39,Yes,Yes,Yes,Yes,,Male,-10.0,60c5d6bf5659ea5e55defbed,135.76378030605298,224.63085563596405,106.08448789689815,294.03827303406945
932,35,31_sample_60c5d6bf5659ea5e55defbed_p+10_f.wav,70.0,71.0,2023-11-28 07:43:35,59,en,1514497924,2023-11-28 07:30:51,2023-11-28 07:30:51,Female,27,Advanced,85,No,78,Inhumane statements ,7,39,Yes,Yes,Yes,Yes,,Female,10.0,60c5d6bf5659ea5e55defbed,367.4330701231207,423.1690350785195,358.8880182257843,268.0779775059099
933,35,32_sample_60c5d6bf5659ea5e55defbed_p+10_m.wav,29.0,46.0,2023-11-28 07:43:35,59,en,1514497924,2023-11-28 07:30:51,2023-11-28 07:30:51,Female,27,Advanced,85,No,78,Inhumane statements ,7,39,Yes,Yes,Yes,Yes,,Male,10.0,60c5d6bf5659ea5e55defbed,239.56741921325303,310.0444054282751,234.34175094085845,272.6079448302944
934,35,33_sample_60c5d6bf5659ea5e55defd2b_p-10_f.wav,41.0,49.0,2023-11-28 07:43:35,59,en,1514497924,2023-11-28 07:30:51,2023-11-28 07:30:51,Female,27,Advanced,85,No,78,Inhumane statements ,7,39,Yes,Yes,Yes,Yes,,Female,-10.0,60c5d6bf5659ea5e55defd2b,201.86430097004185,312.4880844379037,181.16664421663705,340.70440706130694
935,35,34_sample_60c5d6bf5659ea5e55defd2b_p-10_m.wav,38.0,38.0,2023-11-28 07:43:35,59,en,1514497924,2023-11-28 07:30:51,2023-11-28 07:30:51,Female,27,Advanced,85,No,78,Inhumane statements ,7,39,Yes,Yes,Yes,Yes,,Male,-10.0,60c5d6bf5659ea5e55defd2b,147.83821918394312,280.0400250876869,117.52346331643132,370.6655388441718
937,35,36_sample_60c5d6bf5659ea5e55defd2b_p+10_m.wav,35.0,33.0,2023-11-28 07:43:35,59,en,1514497924,2023-11-28 07:30:51,2023-11-28 07:30:51,Female,27,Advanced,85,No,78,Inhumane statements ,7,39,Yes,Yes,Yes,Yes,,Male,10.0,60c5d6bf5659ea5e55defd2b,251.71630826188863,347.35897218668225,242.65654659271064,354.967892838042
939,35,38_sample_7699_p-10_m.wav,74.0,71.0,2023-11-28 07:43:35,59,en,1514497924,2023-11-28 07:30:51,2023-11-28 07:30:51,Female,27,Advanced,85,No,78,Inhumane statements ,7,39,Yes,Yes,Yes,Yes,,Male,-10.0,7699,147.90113581613988,308.7155923341897,119.6978646927078,415.6435796715541
940,35,39_sample_7699_p+10_f.wav,85.0,86.0,2023-11-28 07:43:35,59,en,1514497924,2023-11-28 07:30:51,2023-11-28 07:30:51,Female,27,Advanced,85,No,78,Inhumane statements ,7,39,Yes,Yes,Yes,Yes,,Female,10.0,7699,355.2802960547483,464.2565675945432,352.4093789880344,364.4333205856505
944,35,43_sample_7809_p+10_f.wav,17.0,16.0,2023-11-28 07:43:35,59,en,1514497924,2023-11-28 07:30:51,2023-11-28 07:30:51,Female,27,Advanced,85,No,78,Inhumane statements ,7,39,Yes,Yes,Yes,Yes,,Female,10.0,7809,374.83484023126334,443.0876483899213,358.32192663806075,313.93080723614224
945,35,44_sample_7809_p+10_m.wav,33.0,93.0,2023-11-28 07:43:35,59,en,1514497924,2023-11-28 07:30:51,2023-11-28 07:30:51,Female,27,Advanced,85,No,78,Inhumane statements ,7,39,Yes,Yes,Yes,Yes,,Male,10.0,7809,238.9098823080781,321.9612598747609,220.55824963064416,289.621821945533
948,35,47_sample_9064_p+10_f.wav,45.0,44.0,2023-11-28 07:43:35,59,en,1514497924,2023-11-28 07:30:51,2023-11-28 07:30:51,Female,27,Advanced,85,No,78,Inhumane statements ,7,39,Yes,Yes,Yes,Yes,,Female,10.0,9064,370.6026659040703,451.89477028527807,379.9771992461262,343.43878330735885
949,35,48_sample_9064_p+10_m.wav,40.0,39.0,2023-11-28 07:43:35,59,en,1514497924,2023-11-28 07:30:51,2023-11-28 07:30:51,Female,27,Advanced,85,No,78,Inhumane statements ,7,39,Yes,Yes,Yes,Yes,,Male,10.0,9064,263.6580809011482,374.8085042436387,243.41783284515475,366.4474325756373
951,35,50_sample_9093_p-10_m.wav,70.0,70.0,2023-11-28 07:43:35,59,en,1514497924,2023-11-28 07:30:51,2023-11-28 07:30:51,Female,27,Advanced,85,No,78,Inhumane statements ,7,39,Yes,Yes,Yes,Yes,,Male,-10.0,9093,154.02106885499418,313.608614950378,125.31645999126658,378.8939681635306
957,37,04_sample_22967_p+10_m.wav,99.0,99.0,2023-11-28 22:17:30,59,en,934327570,2023-11-28 22:06:12,2023-11-28 22:06:12,Female,30,Lower-Intermediate,44,Yes,33,,2,28,Yes,No,Yes,Yes,,Male,10.0,22967,249.22199487822223,360.4410379690174,240.7921557344637,369.23328726668245
958,37,05_sample_2994_p-10_f.wav,99.0,96.0,2023-11-28 22:17:30,59,en,934327570,2023-11-28 22:06:12,2023-11-28 22:06:12,Female,30,Lower-Intermediate,44,Yes,33,,2,28,Yes,No,Yes,Yes,,Female,-10.0,2994,202.33791737484293,310.9071040223541,179.91676553935082,329.16252881248386
959,37,06_sample_2994_p-10_m.wav,99.0,99.0,2023-11-28 22:17:30,59,en,934327570,2023-11-28 22:06:12,2023-11-28 22:06:12,Female,30,Lower-Intermediate,44,Yes,33,,2,28,Yes,No,Yes,Yes,,Male,-10.0,2994,165.9283985826567,275.97075480642644,116.14600912171534,328.4837477044902
962,37,09_sample_3913_p-10_f.wav,91.0,88.0,2023-11-28 22:17:30,59,en,934327570,2023-11-28 22:06:12,2023-11-28 22:06:12,Female,30,Lower-Intermediate,44,Yes,33,,2,28,Yes,No,Yes,Yes,,Female,-10.0,3913,261.07019992362484,553.3163510693406,350.316545049076,537.6984207684052
963,37,10_sample_3913_p-10_m.wav,77.0,75.0,2023-11-28 22:17:30,59,en,934327570,2023-11-28 22:06:12,2023-11-28 22:06:12,Female,30,Lower-Intermediate,44,Yes,33,,2,28,Yes,No,Yes,Yes,,Male,-10.0,3913,240.6989919309526,373.3689072689052,207.10743174045183,399.8098024730553
964,37,11_sample_3913_p+10_f.wav,76.0,74.0,2023-11-28 22:17:30,59,en,934327570,2023-11-28 22:06:12,2023-11-28 22:06:12,Female,30,Lower-Intermediate,44,Yes,33,,2,28,Yes,No,Yes,Yes,,Female,10.0,3913,379.465102900006,602.0160933138437,435.16173461213066,497.3844204687591
966,37,13_sample_4382_p-10_f.wav,99.0,99.0,2023-11-28 22:17:30,59,en,934327570,2023-11-28 22:06:12,2023-11-28 22:06:12,Female,30,Lower-Intermediate,44,Yes,33,,2,28,Yes,No,Yes,Yes,,Female,-10.0,4382,222.6877261104952,361.96107139124194,184.8249141832258,393.8487491511948
969,37,16_sample_4382_p+10_m.wav,93.0,89.0,2023-11-28 22:17:30,59,en,934327570,2023-11-28 22:06:12,2023-11-28 22:06:12,Female,30,Lower-Intermediate,44,Yes,33,,2,28,Yes,No,Yes,Yes,,Male,10.0,4382,275.41744088918904,413.2284195527813,298.70306753743336,368.5712146843281
970,37,17_sample_5213_p-10_f.wav,56.0,59.0,2023-11-28 22:17:30,59,en,934327570,2023-11-28 22:06:12,2023-11-28 22:06:12,Female,30,Lower-Intermediate,44,Yes,33,,2,28,Yes,No,Yes,Yes,,Female,-10.0,5213,206.62134199373196,373.3944396465776,183.54345132865268,480.95919987447206
973,37,20_sample_5213_p+10_m.wav,66.0,64.0,2023-11-28 22:17:30,59,en,934327570,2023-11-28 22:06:12,2023-11-28 22:06:12,Female,30,Lower-Intermediate,44,Yes,33,,2,28,Yes,No,Yes,Yes,,Male,10.0,5213,265.9528152065761,429.4083244563179,271.495566505596,435.4804590208056
976,37,23_sample_6037_p+10_f.wav,65.0,64.0,2023-11-28 22:17:30,59,en,934327570,2023-11-28 22:06:12,2023-11-28 22:06:12,Female,30,Lower-Intermediate,44,Yes,33,,2,28,Yes,No,Yes,Yes,,Female,10.0,6037,355.4298149162833,499.54011736391465,357.22407224290794,436.45337055898096
977,37,24_sample_6037_p+10_m.wav,64.0,62.0,2023-11-28 22:17:30,59,en,934327570,2023-11-28 22:06:12,2023-11-28 22:06:12,Female,30,Lower-Intermediate,44,Yes,33,,2,28,Yes,No,Yes,Yes,,Male,10.0,6037,267.3661042142585,477.7838095137638,272.9106643345169,495.9194978113703
979,37,26_sample_60c5d6bf5659ea5e55def51c_p-10_m.wav,53.0,57.0,2023-11-28 22:17:30,59,en,934327570,2023-11-28 22:06:12,2023-11-28 22:06:12,Female,30,Lower-Intermediate,44,Yes,33,,2,28,Yes,No,Yes,Yes,,Male,-10.0,60c5d6bf5659ea5e55def51c,132.23821221438178,273.9011350684477,107.34122965138177,409.4166993744092
980,37,trickQuestion,3.0,98.0,2023-11-28 22:17:30,59,en,934327570,2023-11-28 22:06:12,2023-11-28 22:06:12,Female,30,Lower-Intermediate,44,Yes,33,,2,28,Yes,No,Yes,Yes,,,nan,,,,,
981,37,27_sample_60c5d6bf5659ea5e55def51c_p+10_f.wav,79.0,81.0,2023-11-28 22:17:30,59,en,934327570,2023-11-28 22:06:12,2023-11-28 22:06:12,Female,30,Lower-Intermediate,44,Yes,33,,2,28,Yes,No,Yes,Yes,,Female,10.0,60c5d6bf5659ea5e55def51c,363.5178458970007,446.5561716256685,351.82406225736884,351.34386562510383
982,37,28_sample_60c5d6bf5659ea5e55def51c_p+10_m.wav,72.0,72.0,2023-11-28 22:17:30,59,en,934327570,2023-11-28 22:06:12,2023-11-28 22:06:12,Female,30,Lower-Intermediate,44,Yes,33,,2,28,Yes,No,Yes,Yes,,Male,10.0,60c5d6bf5659ea5e55def51c,240.8344995054811,341.6979419483644,230.218617556802,367.3469681844473
984,37,30_sample_60c5d6bf5659ea5e55defbed_p-10_m.wav,76.0,77.0,2023-11-28 22:17:30,59,en,934327570,2023-11-28 22:06:12,2023-11-28 22:06:12,Female,30,Lower-Intermediate,44,Yes,33,,2,28,Yes,No,Yes,Yes,,Male,-10.0,60c5d6bf5659ea5e55defbed,135.76378030605298,224.63085563596405,106.08448789689815,294.03827303406945
986,37,32_sample_60c5d6bf5659ea5e55defbed_p+10_m.wav,80.0,67.0,2023-11-28 22:17:30,59,en,934327570,2023-11-28 22:06:12,2023-11-28 22:06:12,Female,30,Lower-Intermediate,44,Yes,33,,2,28,Yes,No,Yes,Yes,,Male,10.0,60c5d6bf5659ea5e55defbed,239.56741921325303,310.0444054282751,234.34175094085845,272.6079448302944
987,37,33_sample_60c5d6bf5659ea5e55defd2b_p-10_f.wav,99.0,99.0,2023-11-28 22:17:30,59,en,934327570,2023-11-28 22:06:12,2023-11-28 22:06:12,Female,30,Lower-Intermediate,44,Yes,33,,2,28,Yes,No,Yes,Yes,,Female,-10.0,60c5d6bf5659ea5e55defd2b,201.86430097004185,312.4880844379037,181.16664421663705,340.70440706130694
988,37,34_sample_60c5d6bf5659ea5e55defd2b_p-10_m.wav,84.0,85.0,2023-11-28 22:17:30,59,en,934327570,2023-11-28 22:06:12,2023-11-28 22:06:12,Female,30,Lower-Intermediate,44,Yes,33,,2,28,Yes,No,Yes,Yes,,Male,-10.0,60c5d6bf5659ea5e55defd2b,147.83821918394312,280.0400250876869,117.52346331643132,370.6655388441718
993,37,39_sample_7699_p+10_f.wav,99.0,98.0,2023-11-28 22:17:30,59,en,934327570,2023-11-28 22:06:12,2023-11-28 22:06:12,Female,30,Lower-Intermediate,44,Yes,33,,2,28,Yes,No,Yes,Yes,,Female,10.0,7699,355.2802960547483,464.2565675945432,352.4093789880344,364.4333205856505
994,37,40_sample_7699_p+10_m.wav,99.0,99.0,2023-11-28 22:17:30,59,en,934327570,2023-11-28 22:06:12,2023-11-28 22:06:12,Female,30,Lower-Intermediate,44,Yes,33,,2,28,Yes,No,Yes,Yes,,Male,10.0,7699,236.9763182747345,372.592222535474,231.2252941706643,376.45945129618366
995,37,41_sample_7809_p-10_f.wav,99.0,99.0,2023-11-28 22:17:30,59,en,934327570,2023-11-28 22:06:12,2023-11-28 22:06:12,Female,30,Lower-Intermediate,44,Yes,33,,2,28,Yes,No,Yes,Yes,,Female,-10.0,7809,194.45745871190985,303.79583864208536,172.18294417834136,320.86032383362414
998,37,44_sample_7809_p+10_m.wav,99.0,99.0,2023-11-28 22:17:30,59,en,934327570,2023-11-28 22:06:12,2023-11-28 22:06:12,Female,30,Lower-Intermediate,44,Yes,33,,2,28,Yes,No,Yes,Yes,,Male,10.0,7809,238.9098823080781,321.9612598747609,220.55824963064416,289.621821945533
999,37,45_sample_9064_p-10_f.wav,93.0,92.0,2023-11-28 22:17:30,59,en,934327570,2023-11-28 22:06:12,2023-11-28 22:06:12,Female,30,Lower-Intermediate,44,Yes,33,,2,28,Yes,No,Yes,Yes,,Female,-10.0,9064,203.1037612852056,341.51526818393654,172.39713034607507,395.8268075580665
1000,37,46_sample_9064_p-10_m.wav,77.0,74.0,2023-11-28 22:17:30,59,en,934327570,2023-11-28 22:06:12,2023-11-28 22:06:12,Female,30,Lower-Intermediate,44,Yes,33,,2,28,Yes,No,Yes,Yes,,Male,-10.0,9064,165.5527280392079,295.31746789142073,112.05105304440264,381.6517004398491
1001,37,47_sample_9064_p+10_f.wav,77.0,72.0,2023-11-28 22:17:30,59,en,934327570,2023-11-28 22:06:12,2023-11-28 22:06:12,Female,30,Lower-Intermediate,44,Yes,33,,2,28,Yes,No,Yes,Yes,,Female,10.0,9064,370.6026659040703,451.89477028527807,379.9771992461262,343.43878330735885
1003,37,49_sample_9093_p-10_f.wav,70.0,64.0,2023-11-28 22:17:30,59,en,934327570,2023-11-28 22:06:12,2023-11-28 22:06:12,Female,30,Lower-Intermediate,44,Yes,33,,2,28,Yes,No,Yes,Yes,,Female,-10.0,9093,211.74204414820463,354.6349944911342,192.4996154941254,395.5453313653304
1004,37,50_sample_9093_p-10_m.wav,36.0,30.0,2023-11-28 22:17:30,59,en,934327570,2023-11-28 22:06:12,2023-11-28 22:06:12,Female,30,Lower-Intermediate,44,Yes,33,,2,28,Yes,No,Yes,Yes,,Male,-10.0,9093,154.02106885499418,313.608614950378,125.31645999126658,378.8939681635306
1005,37,51_sample_9093_p+10_f.wav,62.0,62.0,2023-11-28 22:17:30,59,en,934327570,2023-11-28 22:06:12,2023-11-28 22:06:12,Female,30,Lower-Intermediate,44,Yes,33,,2,28,Yes,No,Yes,Yes,,Female,10.0,9093,376.7664242124385,439.2993184700839,386.0319497621375,296.2656521129147
1006,37,52_sample_9093_p+10_m.wav,70.0,71.0,2023-11-28 22:17:30,59,en,934327570,2023-11-28 22:06:12,2023-11-28 22:06:12,Female,30,Lower-Intermediate,44,Yes,33,,2,28,Yes,No,Yes,Yes,,Male,10.0,9093,267.35335984908374,371.22195298848646,259.96572310619445,351.3881965521297
1007,39,01_sample_22967_p-10_f.wav,99.0,99.0,2023-11-29 05:55:58,59,en,976884353,2023-11-29 05:28:20,2023-11-29 05:28:20,Male,31,Upper-Intermediate,76,Yes,74,"Hate speech is narrow-minded, egotistical expression that aggressively or passively targets individuals or groups based on their characteristics, often exploiting emotional biases.",7,25,Yes,Yes,Yes,Yes,,Female,-10.0,22967,196.3264958169721,332.90278400367094,167.52681909510437,396.0050440823331
1011,39,05_sample_2994_p-10_f.wav,70.0,50.0,2023-11-29 05:55:58,59,en,976884353,2023-11-29 05:28:20,2023-11-29 05:28:20,Male,31,Upper-Intermediate,76,Yes,74,"Hate speech is narrow-minded, egotistical expression that aggressively or passively targets individuals or groups based on their characteristics, often exploiting emotional biases.",7,25,Yes,Yes,Yes,Yes,,Female,-10.0,2994,202.33791737484293,310.9071040223541,179.91676553935082,329.16252881248386
1012,39,06_sample_2994_p-10_m.wav,99.0,74.0,2023-11-29 05:55:58,59,en,976884353,2023-11-29 05:28:20,2023-11-29 05:28:20,Male,31,Upper-Intermediate,76,Yes,74,"Hate speech is narrow-minded, egotistical expression that aggressively or passively targets individuals or groups based on their characteristics, often exploiting emotional biases.",7,25,Yes,Yes,Yes,Yes,,Male,-10.0,2994,165.9283985826567,275.97075480642644,116.14600912171534,328.4837477044902
1014,39,08_sample_2994_p+10_m.wav,99.0,75.0,2023-11-29 05:55:58,59,en,976884353,2023-11-29 05:28:20,2023-11-29 05:28:20,Male,31,Upper-Intermediate,76,Yes,74,"Hate speech is narrow-minded, egotistical expression that aggressively or passively targets individuals or groups based on their characteristics, often exploiting emotional biases.",7,25,Yes,Yes,Yes,Yes,,Male,10.0,2994,280.8571478395866,357.7146016215786,261.895958660944,295.73384589004746
1017,39,11_sample_3913_p+10_f.wav,75.0,40.0,2023-11-29 05:55:58,59,en,976884353,2023-11-29 05:28:20,2023-11-29 05:28:20,Male,31,Upper-Intermediate,76,Yes,74,"Hate speech is narrow-minded, egotistical expression that aggressively or passively targets individuals or groups based on their characteristics, often exploiting emotional biases.",7,25,Yes,Yes,Yes,Yes,,Female,10.0,3913,379.465102900006,602.0160933138437,435.16173461213066,497.3844204687591
1019,39,13_sample_4382_p-10_f.wav,99.0,70.0,2023-11-29 05:55:58,59,en,976884353,2023-11-29 05:28:20,2023-11-29 05:28:20,Male,31,Upper-Intermediate,76,Yes,74,"Hate speech is narrow-minded, egotistical expression that aggressively or passively targets individuals or groups based on their characteristics, often exploiting emotional biases.",7,25,Yes,Yes,Yes,Yes,,Female,-10.0,4382,222.6877261104952,361.96107139124194,184.8249141832258,393.8487491511948
1021,39,15_sample_4382_p+10_f.wav,99.0,80.0,2023-11-29 05:55:58,59,en,976884353,2023-11-29 05:28:20,2023-11-29 05:28:20,Male,31,Upper-Intermediate,76,Yes,74,"Hate speech is narrow-minded, egotistical expression that aggressively or passively targets individuals or groups based on their characteristics, often exploiting emotional biases.",7,25,Yes,Yes,Yes,Yes,,Female,10.0,4382,385.35093632975816,492.61503795962113,422.252502185419,348.03906807084854
1022,39,16_sample_4382_p+10_m.wav,99.0,70.0,2023-11-29 05:55:58,59,en,976884353,2023-11-29 05:28:20,2023-11-29 05:28:20,Male,31,Upper-Intermediate,76,Yes,74,"Hate speech is narrow-minded, egotistical expression that aggressively or passively targets individuals or groups based on their characteristics, often exploiting emotional biases.",7,25,Yes,Yes,Yes,Yes,,Male,10.0,4382,275.41744088918904,413.2284195527813,298.70306753743336,368.5712146843281
1023,39,17_sample_5213_p-10_f.wav,10.0,0.0,2023-11-29 05:55:58,59,en,976884353,2023-11-29 05:28:20,2023-11-29 05:28:20,Male,31,Upper-Intermediate,76,Yes,74,"Hate speech is narrow-minded, egotistical expression that aggressively or passively targets individuals or groups based on their characteristics, often exploiting emotional biases.",7,25,Yes,Yes,Yes,Yes,,Female,-10.0,5213,206.62134199373196,373.3944396465776,183.54345132865268,480.95919987447206
1024,39,18_sample_5213_p-10_m.wav,80.0,40.0,2023-11-29 05:55:58,59,en,976884353,2023-11-29 05:28:20,2023-11-29 05:28:20,Male,31,Upper-Intermediate,76,Yes,74,"Hate speech is narrow-minded, egotistical expression that aggressively or passively targets individuals or groups based on their characteristics, often exploiting emotional biases.",7,25,Yes,Yes,Yes,Yes,,Male,-10.0,5213,162.98279786307242,350.87347440519454,121.12617663793004,449.1220801980649
1025,39,19_sample_5213_p+10_f.wav,80.0,20.0,2023-11-29 05:55:58,59,en,976884353,2023-11-29 05:28:20,2023-11-29 05:28:20,Male,31,Upper-Intermediate,76,Yes,74,"Hate speech is narrow-minded, egotistical expression that aggressively or passively targets individuals or groups based on their characteristics, often exploiting emotional biases.",7,25,Yes,Yes,Yes,Yes,,Female,10.0,5213,373.46602240866,509.23994579447816,368.9481430340786,433.7992351471052
1026,39,20_sample_5213_p+10_m.wav,30.0,20.0,2023-11-29 05:55:58,59,en,976884353,2023-11-29 05:28:20,2023-11-29 05:28:20,Male,31,Upper-Intermediate,76,Yes,74,"Hate speech is narrow-minded, egotistical expression that aggressively or passively targets individuals or groups based on their characteristics, often exploiting emotional biases.",7,25,Yes,Yes,Yes,Yes,,Male,10.0,5213,265.9528152065761,429.4083244563179,271.495566505596,435.4804590208056
1027,39,21_sample_6037_p-10_f.wav,0.0,0.0,2023-11-29 05:55:58,59,en,976884353,2023-11-29 05:28:20,2023-11-29 05:28:20,Male,31,Upper-Intermediate,76,Yes,74,"Hate speech is narrow-minded, egotistical expression that aggressively or passively targets individuals or groups based on their characteristics, often exploiting emotional biases.",7,25,Yes,Yes,Yes,Yes,,Female,-10.0,6037,198.28566360198656,370.8076475012946,183.18793736377316,424.7239741350455
1032,39,26_sample_60c5d6bf5659ea5e55def51c_p-10_m.wav,20.0,0.0,2023-11-29 05:55:58,59,en,976884353,2023-11-29 05:28:20,2023-11-29 05:28:20,Male,31,Upper-Intermediate,76,Yes,74,"Hate speech is narrow-minded, egotistical expression that aggressively or passively targets individuals or groups based on their characteristics, often exploiting emotional biases.",7,25,Yes,Yes,Yes,Yes,,Male,-10.0,60c5d6bf5659ea5e55def51c,132.23821221438178,273.9011350684477,107.34122965138177,409.4166993744092
1033,39,trickQuestion,0.0,99.0,2023-11-29 05:55:58,59,en,976884353,2023-11-29 05:28:20,2023-11-29 05:28:20,Male,31,Upper-Intermediate,76,Yes,74,"Hate speech is narrow-minded, egotistical expression that aggressively or passively targets individuals or groups based on their characteristics, often exploiting emotional biases.",7,25,Yes,Yes,Yes,Yes,,,nan,,,,,
1034,39,27_sample_60c5d6bf5659ea5e55def51c_p+10_f.wav,17.0,2.0,2023-11-29 05:55:58,59,en,976884353,2023-11-29 05:28:20,2023-11-29 05:28:20,Male,31,Upper-Intermediate,76,Yes,74,"Hate speech is narrow-minded, egotistical expression that aggressively or passively targets individuals or groups based on their characteristics, often exploiting emotional biases.",7,25,Yes,Yes,Yes,Yes,,Female,10.0,60c5d6bf5659ea5e55def51c,363.5178458970007,446.5561716256685,351.82406225736884,351.34386562510383
1038,39,31_sample_60c5d6bf5659ea5e55defbed_p+10_f.wav,71.0,40.0,2023-11-29 05:55:58,59,en,976884353,2023-11-29 05:28:20,2023-11-29 05:28:20,Male,31,Upper-Intermediate,76,Yes,74,"Hate speech is narrow-minded, egotistical expression that aggressively or passively targets individuals or groups based on their characteristics, often exploiting emotional biases.",7,25,Yes,Yes,Yes,Yes,,Female,10.0,60c5d6bf5659ea5e55defbed,367.4330701231207,423.1690350785195,358.8880182257843,268.0779775059099
1039,39,32_sample_60c5d6bf5659ea5e55defbed_p+10_m.wav,70.0,30.0,2023-11-29 05:55:58,59,en,976884353,2023-11-29 05:28:20,2023-11-29 05:28:20,Male,31,Upper-Intermediate,76,Yes,74,"Hate speech is narrow-minded, egotistical expression that aggressively or passively targets individuals or groups based on their characteristics, often exploiting emotional biases.",7,25,Yes,Yes,Yes,Yes,,Male,10.0,60c5d6bf5659ea5e55defbed,239.56741921325303,310.0444054282751,234.34175094085845,272.6079448302944
